"PeopleID2","PeopleCluster","PeopleClusterSpanish","PeopleClusterGerman","PeopleClusterPortuguese","PeopleClusterFrench","JPScalePCOld","JPScalePC","PercentChristianPC","PercentEvangelicalPC","LeastReachedPC","RLG3PC","ROP2","PeopleID1","RegionCode","USCWMFocus","EthneFocus","MUPPriority","Notes","Profile","ProfileSource","Source","GoogleMapZoom","GoogleMapLat","GoogleMapLng","EditName","EditDate"
155,"Borneo-Kalimantan","Borneo-Kalimantan","Borneo-Kalimantan",,"Bornéo-Kalimantan","3.2",4,48.45,9.01,,1,"C0059",17,2,,,"Y",,"The Borneo-Kalimantan cluster is one of the approximately 35 clusters within the Malay Peoples Affinity Bloc. Peoples in this Affinty Block came originally from Taiwan, and are one of the greatest seafaring races on earth.
The Borneo-Kalimantan cluster is nearly 50% Christian (7.5% Evangelical). 40 people groups in the cluster are largely Christian, 95 are primarily Ethnic Religionist, and 25 are Muslim.
The Dayak, Dusun, and Kenyah peoples in this cluster have many Christians among them, and could be challenged to reach other groups which are Ethnic Religionist and Muslim. They may need training and equipping for the task.
Resources available in the languages of the Ethnic Religionist and Muslim groups are limited. The New Testament is not available for more than 80 Ethnic Religionist groups and not available for most Muslim groups. The Jesus film is not available for most of these groups, either. Gospel recordings are available for about 40% of these people groups, however.
The peoples of the Borneo-Kalimantan cluster live in Malaysia, Indonesia, and Brunei. All three of these countries provide challenges insofar as outsiders gaining access for Christian ministry purposes. However, indigenous Christians within this cluster should be able to more readily access people groups who need to receive the Gospel. Are there ways to challenge the indigenous Christians with this vision? How can these workers be supported in prayer and other means?
Please pray for more scripture and other resources to become available for the peoples of the Borneo-Kalimantan cluster, for the Lord to prepare hearts to understand and believe the Gospel, and for workers to be provided.",,,5.00,2.30,112.30,"BM",10/30/2003 0:00:00
156,"Afro-Caribbean, Anglophone","Afro-Caribeño, Inglés-Hablante","Afro-Kariben, Englischsprachige",,"Afro-Antillais, Anglophone","3.2",5,93.77,15.63,,1,"C0060",16,12,,,,,"",,,5.00,13.40,-66.00,"BM",6/9/2006 0:00:00
157,"Caucasus","Cáucaso","Kaukasus",,"Caucase","2.2",3,25.46,0.44,,6,"C0061",12,9,"Y",,"Y",,"",,,4.00,42.20,43.50,"BM",10/30/2003 0:00:00
158,"Chadic  ","Chádico","Tschad",,"Chadic","3.2",4,35.64,8.60,,6,"C0062",22,8,,,,,"",,,5.00,10.70,14.30,"BM",10/30/2003 0:00:00
159,"Kanuri-Saharan","Kanuri-Saharaiano","Kanuri-Sahara",,"Kanuri-Sahérien","1.1",1,0.01,0.01,"Y",6,"C0063",22,8,"Y",1,,,"The Kanuri people live largely in the lands of the former Bornu Empire, which was a major state of Nigeria from 1380–1893. Kanuri was the major language of the Bornu Empire. Some ethnic groups in this cluster regard themselves as distinct from the Kanuri, but they share a common history with the Kanuri.
The Kanuri region includes portions of Nigeria, Niger, Chad and Cameroon.
Kanuri peoples are predominantly Sunni Muslim. They became Muslim in the 11th century.
One of the major challenges for Nigeria is to evangelize the large Kanuri cluster of peoples in the northeast part of the country, as well as many smaller northern peoples that for the most part have not been open to the Gospel.",,,5.00,15.70,18.20,"BM",10/30/2003 0:00:00
160,"Cham","Cham","Cham",,"Cham","3.2",5,27.33,17.46,,4,"C0064",20,2,,,,,"",,,5.00,14.10,103.70,"BM",10/30/2003 0:00:00
161,"Chinese","Chino","Chinesen",,"Chinois","3.2",4,8.38,6.48,,7,"C0065",11,3,,,"Y",,"",,,4.00,22.90,102.70,"BM",10/30/2003 0:00:00
162,"Chinese-Hui","Chino-Hui","Chinesen-Hui",,"Hui-Chinois","1.1",1,0.00,0.00,"Y",6,"C0066",11,3,"Y",,"Y",,"The Hui are descendents of soldiers and traders, first Arab then Persian, who settled in China after the advance of the Muslim armies ended in the northwest of the country. They intermarried with the Chinese but retained their Muslim faith. They are ethnically very similar to Han Chinese, but have retained some Arabic, Persian, and Central Asian features.
Almost all Huis are Muslim. Their religious freedom, customs and habits are respected and guaranteed, since they are one of the 55 official minorities of China.
They now engage mostly in agriculture, and most live in rural areas, although urban dwellers are significantly increasing.
The Hui are an industrious people. Hui scholars and scientists have made outstanding contributions to China in introducing and spreading the achievements of Western Asia in astronomy, calendars, medicine and a number of other academic and cultural developments.
The Muslim Hui have been quite resistant to the Gospel. However, they speak Mandarin and there are many Mandarin speaking Christians in China. Pray for some of these Christians to be given a heart to take the Gospel to their Hui neighbors.",,,3.00,34.80,90.80,"BM",10/30/2003 0:00:00
163,"Egyptian","Egipcio","Ägypter",,"Égyptien","3.1",4,14.65,3.95,,6,"C0067",10,6,,,,,"",,,5.00,29.30,34.50,"BM",10/30/2003 0:00:00
164,"Ethio-Semitic","Etío-Semítico","Äthio-Semiten",,"Ethio-Sémitiques","2.2",2,80.85,1.20,,1,"C0068",13,7,,,,,"",,,5.00,10.40,40.00,"BM",10/30/2003 0:00:00
165,"Fiji","Fiyi","Fidschi",,"Fidji","3.2",5,95.15,31.28,,1,"C0069",19,1,,,,,"",,,3.00,-6.20,170.60,"BM",10/30/2003 0:00:00
166,"Filipino, Central","Filipino, Central","Philippinen, zentrale",,"Philippin, Centrale","3.2",5,98.13,13.03,,1,"C0070",17,2,,,,,"",,,5.00,11.00,121.30,"BM",10/30/2003 0:00:00
167,"Filipino, Muslim","Filipino, Musulmán","Philippinen, muslimisch",,"Philippin, Musulman","1.2",1,1.19,0.16,"Y",6,"C0071",17,2,"Y",,,,"",,,5.00,5.70,118.50,"BM",10/30/2003 0:00:00
168,"Filipino, Tribal","Filipino, Tribal","Philippinen, Stämme",,"Philippin, Tribal","3.2",5,63.80,10.30,,1,"C0072",17,2,,,,,"",,,5.00,12.80,121.70,"BM",10/30/2003 0:00:00
169,"Finno-Ugric","Ugrofineso","Finno-Ugrier",,"Finno-Ougrien","3.2",4,72.62,8.30,,1,"C0073",12,10,,,,,"",,,5.00,55.30,32.00,"BM",10/30/2003 0:00:00
170,"Finno-Ugric, Saami","Ugrofineso, Saami","Finno-Ugrier, Samen",,"Finno-Ougrien, Saami","3.2",4,91.91,9.96,,1,"C0074",12,10,,,,,"",,,4.00,65.50,25.60,"BM",10/30/2003 0:00:00
171,"Flores-Sumba-Alor","Flores-Sumba-Alor","Flores-Sumba-Alor",,"Flores-Sumba-Alor","3.2",4,60.82,9.07,,1,"C0075",17,2,,,,,"",,,5.00,-7.50,120.40,"BM",10/30/2003 0:00:00
172,"French","Francés","Franzosen",,"Français","2.2",2,67.89,0.90,,1,"C0076",12,10,,,,,"",,,3.00,41.50,17.50,"BM",10/30/2003 0:00:00
173,"Fulani / Fulbe","Fulani / Fulbe","Fulani / Fulbe",,"Peul / Fulbe","1.2",1,0.56,0.22,"Y",6,"C0077",22,8,"Y",8,,,"",,,3.00,7.00,13.00,"BM",10/30/2003 0:00:00
174,"Garo-Tripuri","Garo-Tripuri","Garo-Tripuri",,"Garo-Tripuri","3.2",5,27.76,17.73,,5,"C0078",23,4,,,,,"",,,5.00,24.80,91.20,"BM",10/30/2003 0:00:00
175,"Germanic","Germánico","Germanen",,"Germanique","3.1",4,67.30,3.03,,1,"C0079",12,10,,,,,"",,,3.00,44.00,14.30,"BM",10/30/2003 0:00:00
176,"Gond","Gond","Gond",,"Gond","1.1",1,2.57,0.00,"Y",5,"C0080",21,4,"Y",,,,"",,,4.00,24.00,90.00,"BM",10/30/2003 0:00:00
177,"Gorontalo of Sulawesi","Gorontalo de Célebes","Gorontalo von Sulawesi",,"Gorontalo du Sulawesi","1.2",1,2.04,0.91,"Y",6,"C0081",17,2,"Y",,,,"",,,5.00,0.10,122.00,"BM",10/30/2003 0:00:00
178,"Greek","Griego","Griechen",,"Grec","2.2",2,91.84,0.31,,1,"C0082",12,10,,,,,"",,,3.00,40.00,35.00,"BM",10/30/2003 0:00:00
179,"Guarani","Guaraní","Guarani",,"Guarani","3.2",4,94.46,7.95,,1,"C0083",16,11,,,,,"",,,3.00,-10.10,-57.00,"BM",10/30/2003 0:00:00
180,"Guera-Naba of Chad","Guera-Naba de Chad","Guera-Naba von Tschad",,"Guera-Naba du Tchad","1.2",1,0.06,0.02,"Y",6,"C0084",22,8,"Y",,,,"Guera is one of the 22 regions of Chad, and Naba is the main language spoken in this region.
Chad was a creation of France's African colonial empire, bringing together three totally different geographical and ethnic components into a single, poverty-stricken, land-locked state. Catholic and evangelical Protestant missions assiduously evangelized the forest peoples of the southwest, and had a huge response.
Chad remains one of the most open countries for mission work and yet it has many totally unevangelized peoples. The Muslim Guera-Naba cluster is an example.
People in the Guera region of Chad are described as living in extremely precarious conditions, caused by persistent drought and lack of schools and employment opportunities.",,,5.00,12.20,17.20,"BM",10/30/2003 0:00:00
181,"Guinean","Guineano","Guineer",,"Guinéen","3.2",5,68.38,21.96,,1,"C0085",22,8,,,,,"",,,5.00,9.70,0.90,"BM",10/30/2003 0:00:00
182,"Gujarati","Gujarati","Gujarati",,"Gujarat","1.1",1,0.12,0.00,"Y",5,"C0086",21,4,"Y",,,,"",,,4.00,20.70,77.30,"BM",10/30/2003 0:00:00
183,"Gur","Gur","Gur",,"Gur","3.2",4,23.75,8.80,,4,"C0087",22,8,,,,,"",,,5.00,12.40,-0.30,"BM",10/30/2003 0:00:00
185,"Hani","Hani","Hani",,"Hani","3.1",4,7.77,4.92,,4,"C0089",23,3,,,,,"",,,4.00,20.70,102.20,"BM",10/30/2003 0:00:00
186,"Hausa","Hausa","Hausa",,"Hausa","1.2",1,0.16,0.10,"Y",6,"C0090",22,8,"Y",8,,,"",,,4.00,14.40,13.90,"BM",10/30/2003 0:00:00
187,"Hindi","Hindi","Hindi",,"Hindi","1.2",1,0.24,0.02,"Y",5,"C0091",21,4,"Y",,,,"The Hindi cluster includes more than 380 people groups spread across several countries, whose primary language is Hindi. These people groups comprise a large number of castes and a few tribes, each of which is likely to require at least one church planting project in each country of residence.
Almost all people groups in the Hindi cluster are majority Hindu in religion.
More than 100 of the people groups in this cluster are Brahman or Rajput groups, high caste.
The Hindi cluster includes some 500,000,000 people, more than all of South America.
The Hindi language is spoken throughout India, but is concentrated in north and northeast India.
The full Bible has been available in the Hindi language since 1818, and there are a wealth of other Christian resources available in this language, as well.
""Hindi"" got its name from the Persian word ""Hind"", meaning ""land of the Indus River"".
The Devanagari script is used for writing the Hindi language, this script coming into existence in the 11th century, AD.
Of the 370 people groups in India within the Hindi cluster, 310 have zero Christians according to the latest census data available.",,,4.00,24.00,81.50,"BM",10/30/2003 0:00:00
188,"Hispanic","Hispano","Lateinamerikaner",,"Hispanique","3.2",5,91.96,12.68,,1,"C0093",16,11,,,,,"",,,3.00,19.30,-70.00,"BM",10/30/2003 0:00:00
189,"Hungarian","Húngaro","Ungarn",,"Hongrois","3.1",4,88.28,2.81,,1,"C0094",12,9,,,,,"",,,5.00,47.00,16.60,"BM",10/30/2003 0:00:00
190,"Igbo","Igbo","Igbo",,"Igbo","3.2",5,97.01,41.07,,1,"C0095",22,8,,,,,"",,,5.00,6.20,8.80,"BM",10/30/2003 0:00:00
191,"Ijaw","Ijaw","Ijaw",,"Ijaw","3.2",5,97.74,40.21,,1,"C0096",22,8,,,,,"",,,5.00,6.60,6.30,"BM",10/30/2003 0:00:00
192,"Inuit","Inuit","Inuit",,"Inuit","3.2",5,79.06,10.91,,1,"C0097",18,12,,,,,"",,,4.00,64.20,-159.70,"BM",10/30/2003 0:00:00
193,"Italian","Italiano","Italiener",,"Italien","2.2",2,84.79,1.11,,1,"C0098",12,10,,,,,"",,,3.00,42.80,19.40,"BM",10/30/2003 0:00:00
194,"Japanese","Japonés","Japaner",,"Japonais","1.2",1,2.17,0.52,"Y",2,"C0099",11,3,"Y",,"Y",,"The Japanese cluster is very homogenous, being dominated by the Japanese people themselves who in turn are quite homogenous.
Joshua Project shows the primary religion of the Japanese to be Buddhist, but this is a simplification. Most religious Japanese are not so much adherents of a single religion as they are syncretic, incorporating elements of Shintoism and Buddhism and perhaps Confucianism, Taoism, and ancestor worship. Materialism is perhaps the real religion of many people.
The Burakumin people group within the Japanese cluster have been a marginalized group, made up of the eta (defiled ones), and the hinin (non-human ones). The feudal caste system of Japan, ending in about 1870, was responsible. Discrimination against these people may still sometimes occur, in marriage and employment situations.
Christianity has been in Japan since the 16th century, when Roman Catholics from Portugal entered the country. Protestant missionary work began in the late 19th century.
The full Bible has been available in the Japanese language since 1883, and many other Christian resources are available, as well. Access to the Gospel by those in the Japanese cluster is not generally restricted.  The problem is lack of interest.
Strong pressure to conform to societal norms, a shame / honor value system, lack of a Creator God concept, materialism, and societal malaise all conspire to keep Japanese society and the Christian Church from being eagerly responsive to the work of God's Spirit. Persistent prayer is needed for the large Japanese people cluster.",,,4.00,37.30,133.00,"BM",10/30/2003 0:00:00
195,"Jat","Jat","Jat",,"Jat","1.1",1,0.06,0.00,"Y",5,"C0100",21,4,"Y",,,,"",,,4.00,25.70,79.00,"BM",10/30/2003 0:00:00
196,"Java","Jawa","Javaner",,"Jawa","3.2",4,11.73,5.02,,6,"C0101",17,2,,,,,"",,,5.00,-4.90,110.20,"BM",10/30/2003 0:00:00
197,"Jews","Judío","Juden",,"Juifs","1.2",1,2.47,0.65,"Y",4,"C0102",15,,"Y",,,,"",,,3.00,39.30,25.00,"BM",10/30/2003 0:00:00
198,"Kaili-Tomini of Sulawesi","Kaili-Tomini de Célebes","Kaili-Tomini of Sulawesi",,"Kaili-Tomini du Sulawesi","2.2",3,7.33,1.39,,6,"C0103",17,2,"Y",,,,"",,,5.00,-2.50,121.40,"BM",10/30/2003 0:00:00
199,"Kannada","Kannada","Kannada",,"Kannada","1.1",1,0.42,0.00,"Y",5,"C0104",21,4,"Y",,"Y",,"",,,4.00,19.50,79.30,"BM",10/30/2003 0:00:00
200,"Karen","Karen","Karen",,"Karen","3.2",5,45.36,26.93,,1,"C0106",23,2,,,,,"",,,4.00,20.00,103.40,"BM",10/30/2003 0:00:00
201,"Kashmiri","Cachemir","Kashmiri",,"Cachemirien","1.1",1,0.00,0.00,"Y",6,"C0107",21,4,"Y",,,,"",,,4.00,31.50,76.20,"BM",10/30/2003 0:00:00
202,"Kazakh","Kazako","Kasachen",,"Kazakh","1.2",1,0.10,0.05,"Y",6,"C0108",24,5,"Y",10,"Y",,"",,,3.00,46.50,54.50,"BM",10/30/2003 0:00:00
203,"Khoisan","Khoisan","Khoisan",,"Khoisan","3.2",5,76.82,17.51,,1,"C0109",22,7,,,,,"",,,3.00,-3.50,32.00,"BM",10/30/2003 0:00:00
204,"Kyrgyz","Kirguís","Kirgisen",,"Kyrgyz","1.2",1,0.24,0.11,"Y",6,"C0110",24,5,"Y",10,,,"",,,4.00,38.00,76.10,"BM",10/30/2003 0:00:00
205,"Korean","Coreano","Koreaner",,"Coréen","3.2",5,21.72,11.82,,7,"C0111",11,3,,,,,"",,,3.00,39.10,114.10,"BM",10/30/2003 0:00:00
206,"Kru","Kru","Kru",,"Kru","3.2",4,48.40,8.78,,4,"C0112",22,8,,,,,"",,,5.00,9.00,-6.40,"BM",10/30/2003 0:00:00
207,"Kuki-Chin-Naga","Kuki-Chin-Naga","Kuki-Chin-Naga",,"Kuki-Chin-Naga","3.2",4,61.95,7.27,,1,"C0113",23,4,,,,,"",,,4.00,22.80,95.80,"BM",10/30/2003 0:00:00
208,"Kurd","Kurd","Kurden",,"Kurde","1.1",1,0.09,0.01,"Y",6,"C0114",14,5,"Y",9,,,"The Kurds have a history extending back many millenia, descending from many peoples, especially the Hurrians, Medes, and Scythians. There are four main languages spoken, but more than 45 ethnic subgroups.
The overwhelming majority of Kurds would call themselves Muslim, but over a quarter of them still adhere to their original ancient beliefs or a more modern version of them. However, a number of Kurds in Turkey and Iraq have become evangelical Christians.
Most Kurds are Sunni Muslim, but there are some Shi'a Muslims, living mainly in Iran.
The Kurmanji (Northern Kurdish) language is increasingly being used as the common language of the Kurds.
There was a time when many Kurds were Christians (primarily Orthodox), but it took nearly 2,000 years for the first translation of the Bible to be published in their language.",,,5.00,35.60,44.60,"BM",10/30/2003 0:00:00
209,"Lampung of Sumatra","Lampung de Sumatra","Lampung von Sumatra",,"Lampung du Sumatra","1.1",1,0.08,0.01,"Y",6,"C0115",17,2,"Y",5,,,"Sumatra has nearly 50,000,000 people, and is the largest unevangelized island on earth. Islam is more deeply embedded in Sumatra than in any other part of Indonesia. Christian missionaries have been largely confined to the non-Muslim areas of the island, which are far from the Lampung cluster of peoples.
Lampung is a province of Indonesia, located on the southern tip of the island of Sumatra. It is the original home of the Lampung people, who speak a distinct language from other people in Sumatra and which has its own alphabet.
Lampung is known for its geographical instability in terms of earthquakes and volcanoes.
Little mission work has ever been undertaken among any of the Lampung peoples; there are no known churches and fewer than 200 Christians.
Many Javanese transmigrants live in the Lampung area, some of whom are believers.",,,5.00,-0.80,105.40,"BM",10/30/2003 0:00:00
210,"Lao","Lao","Lao",,"Lao","1.2",1,3.39,1.86,"Y",2,"C0116",20,2,"Y",,,,"",,,5.00,16.80,102.40,"BM",10/30/2003 0:00:00
211,"Li","Li","Li",,"Li","1.2",1,0.51,0.37,"Y",4,"C0117",20,3,"Y",,,,"",,,4.00,18.90,110.30,"BM",10/30/2003 0:00:00
212,"Lisu","Lisu","Lisu",,"Lisu","3.2",5,79.03,45.43,,1,"C0118",23,3,,,,,"",,,5.00,25.40,100.40,"BM",10/30/2003 0:00:00
213,"Madura of Java","Madura de Java","Madura von Java",,"Madura du Java","1.2",1,0.11,0.07,"Y",6,"C0121",17,2,"Y",,,,"Most Madura people live on the island of Madura, and in East Java, which has shown considerable hostility to anything Christian. Other major pockets of Madura people can be found in Jakarta, Kalimantan, Sulawesi and even Singapore.
Madura are a proud and purposeful people, known as fierce fighters and very hard workers. They are said to be the most loyal of friends but the fiercest of enemies. The Madura are renowned for their harsh character and lifestyles, probably caused by their natural surroundings and their history of oppression by others, both of which have made life very difficult for them.
The Madura have their own language as well as several dialects. The Bangkalan dialect is used in the regencies of Bangkalan and Sampang. The Pamekasan dialect is used in the southern portion of Pamekasan Regency and in the central part of Madura Island. The Sumenep dialect is found in the Sumenep Regency. There are also the Girpapas and Kangean dialects that are used by smaller populations.
On average, the Madura live on one-third of the median Indonesian income. Education beyond middle school is an immense need for the Madura people, as is job skills training.
The majority of the Madura are known for being very devout Sunni Muslims. Nevertheless, many seek security from the use of magic spells that are used in an attempt to control both good and evil spirits.",,,4.00,1.00,112.70,"BM",10/30/2003 0:00:00
214,"Malagasy","Malgache","Malagasy",,"Malgache","3.2",4,49.93,5.63,,4,"C0122",17,7,,,,,"",,,4.00,-18.20,39.20,"BM",10/30/2003 0:00:00
215,"Malay","Malayo","Malay",,"Malais","3.1",4,6.87,2.68,,6,"C0123",17,2,"Y",,,,"",,,4.00,3.10,115.00,"BM",10/30/2003 0:00:00
216,"Malayali","Malayali","Malayali",,"Malayali","2.2",3,21.12,0.03,,5,"C0124",21,4,"Y",,,,"",,,5.00,13.50,78.60,"BM",10/30/2003 0:00:00
217,"Maldivian","Maldivo","Maldivian",,"Maldivian","1.2",1,0.15,0.08,"Y",6,"C0125",21,4,"Y",,,,"The Maldives is one of the world's poorest developing countries. It is threatened by global warming because of its very low elevation. The main natural resources are fisheries and a marine environment conducive to tourism.
Maldivians have strong feelings towards the Maldivian language, which has been central to Maldivian identity. Unlike the other languages of South India, it is an Indo-European language. English is a second language and is widely used in commerce and in many government schools.
The population consists of a mix of people who trace their descent from Sri Lanka, India, Arab countries, and Africa. Because of religious and linguistic homogeneity, there is stability and unity.
Virtually all Maldivians are Sunni Muslims. Islam is the country's state religion. Daily life is regulated according to the tenets of Islam and government regulations too are based on Islamic law. The law of the country prohibits the practice of any other religion by the country's citizens. However, the widespread belief in jinns, or evil spirits, has resulted in a blending of Islam with traditional island beliefs into a magico-religious system known as fandita.
The political, judicial, and religious systems in Maldives are so closely intertwined that the political leaders and judges are also the country's religious leaders. The president is considered the primary religious leader, and judges, known as gazis, are responsible for interpreting Islamic law in the courts.",,,4.00,15.40,79.40,"BM",10/30/2003 0:00:00
218,"Malinke","Malinke","Malinke",,"Malinke","1.2",1,1.54,0.42,"Y",6,"C0126",22,8,"Y",,,,"",,,4.00,16.40,-1.50,"BM",10/30/2003 0:00:00
219,"Malinke-Bambara","Malinke-Bambara","Malinke-Bambara",,"Malinke-Bambara","1.2",1,4.02,0.99,"Y",6,"C0127",22,8,"Y",,,,"",,,4.00,14.20,-4.70,"BM",10/30/2003 0:00:00
220,"Malinke-Jula","Malinke-Jula","Malinke-Jula",,"Malinke-Jula","1.2",1,0.36,0.02,"Y",6,"C0128",22,8,"Y",,,,"",,,4.00,13.80,0.40,"BM",10/30/2003 0:00:00
221,"Maltese","Maltés","Malteser",,"Maltais","2.2",2,97.83,1.15,,1,"C0129",12,10,,,,,"",,,4.00,37.70,16.50,"BM",10/30/2003 0:00:00
222,"Maluku-Central","Maluku-Central","Maluku-Zentral",,"Maluku-Centrale","3.2",5,33.76,15.58,,6,"C0130",17,2,,,,,"",,,4.00,1.00,121.50,"BM",10/30/2003 0:00:00
223,"Maluku-Northern","Maluku-Norte","Maluku-Nördliche",,"Maluku-du-Nord","3.1",4,30.51,2.45,,6,"C0131",17,2,,,,,"",,,4.00,3.50,121.30,"BM",10/30/2003 0:00:00
224,"Maluku-Southern","Maluku-Sur","Maluku-Südliche",,"Maluku-du-Sud","3.1",4,57.90,3.37,,1,"C0132",17,2,,,,,"",,,4.00,0.14,125.40,"BM",10/30/2003 0:00:00
226,"Mande","Mande","Mande",,"Mande","3.2",4,21.97,8.35,,4,"C0134",22,8,,,,,"",,,4.00,14.70,-2.60,"BM",10/30/2003 0:00:00
227,"Marathi-Konkani","Marathi-Konkani","Marathi-Konkani",,"Marathi-Konkani","1.1",1,2.34,0.01,"Y",5,"C0135",21,4,"Y",,,,"",,,4.00,18.90,79.30,"BM",10/30/2003 0:00:00
228,"Maya","Maya","Maya",,"Maya","3.2",5,96.66,20.87,,1,"C0136",16,11,,,,,"",,,5.00,16.40,-90.30,"BM",10/30/2003 0:00:00
229,"Melayu of Sumatra","Melayu de Sumatra","Melayu von Sumatra",,"Melayu du Sumatra","1.1",1,0.10,0.00,"Y",6,"C0137",17,2,"Y",5,,,"",,,4.00,5.80,104.40,"BM",10/30/2003 0:00:00
230,"Miao / Hmong","Miao / Hmong","Miao / Hmong",,"Miao / Hmong","3.2",4,7.30,5.30,,4,"C0138",20,3,"Y",,,,"",,,4.00,23.00,106.20,"BM",10/30/2003 0:00:00
231,"Micronesian","Micronesio","Mikronesier",,"Micronésien","3.2",5,97.42,18.96,,1,"C0139",19,1,,,,,"",,,3.00,-4.30,151.60,"BM",10/30/2003 0:00:00
232,"Minahasa-Sangir of Sulawesi","Minahasa-Sangir de Célebes","Minahasa-Sangir von Sulawesi",,"Minahasa-Sangir du Sulawesi","3.2",5,76.48,13.40,,1,"C0140",17,2,,,,,"",,,5.00,1.30,120.20,"BM",10/30/2003 0:00:00
233,"Minangkabau-Rejang of Sumatra","Minangkabau-Rejang de Sumatra","Minangkabau-Rejang von Sumatra",,"Minangkabau-Rejang du Sumatra","1.1",1,0.29,0.01,"Y",6,"C0141",17,2,"Y",5,,,"The Minangkabau people are one of the largest groups in Indonesia, living largely in West Sumatra Province. However, they are widely scattered in Indonesia, as well. They are well known for their tradition of leaving their home village and working in other areas to find their fortune.
Their culture has been matrilineal, with the family name and family wealth being inherited by the daughter. However this practice is changing to the more customary practice of the husband and father leading the household.
In education and business, the Minangkabau are relatively better off than other ethnic groups in Indonesia.
Most Minangkabau are orthodox Muslims. Minangkabau who leave Islam are disowned by their family and neighborhood and lose their job.
The Rejang, also in this cluster, live primarily in the province of Bengkulu. Their villages are quite orderly and neat.
The majority of the Rejang profess Islam. However, animism is an integral part of their daily life and beliefs. For example, a spirit called masumai is believed to be able to take the form of a tiger or a man and is the most frightening of all creatures for the Rejang. They believe strongly in the unseen world.
There are only a handful of Christian believers in the Minangkabau-Rejang cluster of peoples. The New Testament is available in the language of the Minangkabau, but no scripture is available in the language of the Rejang.",,,4.00,3.80,106.00,"BM",10/30/2003 0:00:00
234,"Miri-Kachin","Miri-Kachin","Miri-Kachin",,"Miri-Kachin","3.2",5,36.45,20.75,,1,"C0142",23,2,,,,,"",,,4.00,21.70,101.50,"BM",10/30/2003 0:00:00
235,"Mixe","Mixe","Mixe",,"Mixe","3.2",4,93.25,9.81,,1,"C0143",16,12,,,,,"",,,5.00,18.50,-93.80,"BM",10/30/2003 0:00:00
236,"Mixteco","Mixteco","Mixteco",,"Mixteco","3.2",4,94.86,5.29,,1,"C0144",16,12,,,,,"",,,5.00,18.60,-97.10,"BM",10/30/2003 0:00:00
237,"Mizo-Lushai","Mizo-Lushai","Mizo-Lushai",,"Mizo-Lushai","3.2",5,98.64,87.20,,1,"C0145",23,4,,,,,"",,,5.00,22.50,93.40,"BM",10/30/2003 0:00:00
238,"Mongolian","Mongol","Mongolen",,"Mongol","1.2",1,1.54,0.70,"Y",2,"C0146",11,3,"Y",,,,"",,,3.00,42.50,112.00,"BM",10/30/2003 0:00:00
239,"Mon-Khmer","Mon-Khmer","Mon-Khmer",,"Mon-Khmer","3.1",4,9.98,2.70,,2,"C0147",20,2,"Y",,,,"",,,4.00,18.40,103.20,"BM",10/30/2003 0:00:00
240,"Munda-Santal","Munda-Santal","Munda-Santal",,"Munda-Santal","2.1",3,6.86,0.00,,5,"C0148",21,4,,,,,"",,,4.00,23.10,92.70,"BM",10/30/2003 0:00:00
241,"Musi of Sumatra","Musi de Sumatra","Musi von Sumatra",,"Musi du Sumatra","1.1",1,0.10,0.00,"Y",6,"C0149",17,2,"Y",5,,,"The people groups in the Musi cluster are included because of their common use of the Musi language. The Lembak, speakers of the Col language, are included because many speak Musi as a trade language.
The Musi are named after the large Musi river. They inhabit an area that includes the regional capital, Palembang. There are only a handful of Christians within this cluster, and no indigenous churches.
Almost all Musi follow Islam. Building a house of worship other than a mosque is not allowed in the Musi area by the local government. Marriage between people of different religions is also not allowed. The non-Muslim partner must change their religion to Islam. The reason Musi people are Muslim is because their ancestors were Muslim. They follow the Islamic religion because it has been passed down to them and is a part of their culture and not because they understand it or have faith in it. They also maintain a number of occult and animistic beliefs common to many Malay people groups.",,,4.00,7.10,105.60,"BM",10/30/2003 0:00:00
242,"Nepali-Pahari","Nepali-Pahari","Nepali-Pahari",,"Nepalais-Pahari","1.2",1,0.72,0.05,"Y",5,"C0150",21,4,"Y",,"Y",,"",,,4.00,27.60,89.40,"BM",10/30/2003 0:00:00
243,"New Caledonia","Neocaledonio","Neukaledonien",,"Nouvelle-Calédonie","3.2",4,99.15,9.61,,1,"C0151",19,1,,,,,"",,,4.00,-26.00,155.60,"BM",10/30/2003 0:00:00
244,"New Guinea","Nueva Guinea","Neu-Guinea",,"Nouvelle-Guinée","3.2",5,92.43,20.11,,1,"C0152",19,1,,,,,"",,,4.00,-9.00,139.00,"BM",10/30/2003 0:00:00
245,"Nilotic","Nilótico","Nilotisch",,"Nilotique","3.2",5,73.80,29.81,,1,"C0153",22,7,,,,,"",,,4.00,5.10,35.90,"BM",10/30/2003 0:00:00
246,"North American Indigenous","Indígena de América del Norte","Nordamerikanische Eingeborene",,"Indigène Nord-Américains","3.2",4,73.03,8.77,,1,"C0154",18,12,,,,,"",,,3.00,48.00,-88.00,"BM",10/30/2003 0:00:00
247,"Nosu","Nosu","Nosu",,"Nosu","1.2",1,1.19,0.83,"Y",4,"C0155",23,3,"Y",,"Y",,"",,,4.00,26.00,106.20,"BM",10/30/2003 0:00:00
248,"Nuba Mountains","Montes Nuba","Nubaberge",,"Montagnes de Nuba","2.2",3,12.98,1.52,,6,"C0156",22,7,,,,,"",,,5.00,11.00,32.00,"BM",10/30/2003 0:00:00
