"ROL3","ROG3","LangAltName","NameType","Source","EditName","EditDate"
"emg","NP","Newange Rai","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emi","PP","Emira-Mussau","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emi","PP","Musao","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emi","PP","Musau-Emira","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emi","PP","Mussau","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emk","GV","Eastern Malinke","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emk","GV","Kankan Maninka","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emk","GV","Malinké","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emk","GV","Mande","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emk","GV","Maninka","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emk","GV","Southern Maninka","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emk","SL","Eastern Malinke","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emk","SL","Kankan Maninka","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emk","SL","Madingo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emk","SL","Malinké","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emk","SL","Mande","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emk","SL","Mandingo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emk","SL","Maninka","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emk","SL","Southern Malinke","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emn","CM","Emane","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emp","CO","Atrato","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emp","CO","Cholo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emp","CO","Darién","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emp","CO","Dariena","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emp","CO","Eberã","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emp","CO","Eberã Bed'ea","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emp","CO","Emperã","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emp","CO","Eperã Pedea","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emp","CO","Panama Embera","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emp","PM","Atrato","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emp","PM","Chocó","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emp","PM","Cholo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emp","PM","Darien","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emp","PM","Darien Emberá","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emp","PM","Dariena","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emp","PM","Ebera Bedea","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emp","PM","Eerã","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emp","PM","Empera","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emp","PM","Panama Embera","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ems","US","Alutiiq","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ems","US","Koniag-Chugach","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ems","US","Pacific Yupik","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ems","US","Sugcestun","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ems","US","Suk","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ems","US","Chugach Eskimo","LP","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ems","US","South Alaska Eskimo","LP","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ems","US","Sugpiak Eskimo","LP","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ems","US","Sugpiaq Eskimo","LP","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emx","SP","Basque Caló","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emx","SP","Caló Vasco","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emx","FR","Basque Caló","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"emx","FR","Caló Vasco","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ena","PP","Emerum","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"enb","KE","Endo-Marakwet","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"enb","KE","Marakuet","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"enc","VM","Nung Ven","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"end","ID","Endeh","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"enf","RS","Bay Enets","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"enf","RS","Pe-Bae","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"enf","RS","Yenisei Samoyedic","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"eng","IS","Anglit","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"eng","TZ","Kiingereza","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"enh","RS","Madu","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"enh","RS","Somatu","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"enh","RS","Yenisei Samoyedic","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"enn","NI","Egene","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"enn","NI","Ngene","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"eno","ID","Engganese","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"enq","PP","Caga","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"enq","PP","Tchaga","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"enq","PP","Tsaga","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"enr","ID","Imimkal","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"enr","ID","Kiamerop","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"enu","CH","Ximoluo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"enw","NI","Oron","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"epi","NI","Epie-Atissa","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"epo","PL","Eo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"epo","PL","La Lingvo Internacia","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"era","IN","Ambuvilluvedar","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"era","IN","Villu Vedan","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"era","IN","Vilvedan","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"erg","NH","Eromanga","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"erg","NH","Erramanga","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"erg","NH","Erromanga","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"erg","NH","Sye","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"erh","NI","Arokwa","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"erh","NI","Erakwa","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"eri","PP","Erima","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"eri","PP","Nuru","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"erk","NH","Fate","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"erk","NH","Southern Efate","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ero","CH","Bawang","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ero","CH","Bopa","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ero","CH","Danba","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ero","CH","Daofuhua","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ero","CH","Dawu","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ero","CH","Ergong","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ero","CH","Geshitsa","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ero","CH","Geshizahua","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ero","CH","Hor","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ero","CH","Hórsók","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ero","CH","Huo'er","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ero","CH","Nyagrong-Minyag","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ero","CH","Pawang","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ero","CH","Rgu","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ero","CH","rTau","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ero","CH","sTau","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ero","CH","Western Gyarong","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ero","CH","Western Jiarong","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ero","CH","Xinlong-Muya","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ers","CH","Bu'erci","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ers","CH","Bu'erzi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ers","CH","Bu'erzi Ersu","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ers","CH","Doxu","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ers","CH","Erhsu","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ers","CH","Lizu","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ers","CH","Lusu","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ers","CH","T'osu","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ert","ID","Aliki","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ert","ID","Babiruwa","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ert","ID","Babrua","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ert","ID","Babruwa","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ert","ID","Baburiwa","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ert","ID","Barua","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ert","ID","Editode Edai","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ert","ID","Erai","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ert","ID","Eri","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ert","ID","Haya","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ese","BL","Ese Eja","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ese","BL","Ese Exa","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ese","BL","Huarayo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ese","BL","Tiatinagua","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ese","BL","Chama","LP","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ese","PE","Ese Eja","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ese","PE","Ese Exa","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ese","PE","Ese'ejja","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ese","PE","Huarayo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ese","PE","Tambopata-Guarayo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ese","PE","Tiatinagua","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ese","PE","Chama","LP","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"esi","CA","Inupiaq","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"esi","CA","Inupiat","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"esi","CA","North Alaskan Inupiat","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"esi","CA","Eskimo","LP","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"esi","US","Inupiak","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"esi","US","Inupiat","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"esi","US","North Alaskan Inuktitut","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"esi","US","North Alaskan Inupiat","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"esi","US","Eskimo","LP","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"esk","US","Inupiatun","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"esk","US","Northwest Alaska Inupiat","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"esk","US","Eskimo","LP","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"esn","ES","El Salvadoran Sign Language","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"esn","ES","Lengua de Señas Salvadoreñas","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"esn","ES","LESSA","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"eso","EN","Viipekeel","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ess","RS","Asiatic Yupik","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ess","RS","Bering Strait","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ess","RS","Siberian Yupik","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ess","RS","Yoit","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ess","RS","Yuit","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ess","RS","Yuk","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ess","RS","Yupik","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ess","RS","Eskimo","LP","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ess","US","Bering Strait Yupik","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ess","US","Saint Lawrence Island Eskimo","LP","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"esu","US","Central Alaskan Yupik","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"etn","NH","Eastern Efate","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"etn","NH","Epwau","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"eto","CM","Iton","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"etr","PP","Edolo Ado","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"etr","PP","Etolo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ets","NI","Afenmai","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ets","NI","Etsako","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ets","NI","Etsakor","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ets","NI","Iyekhee","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ets","NI","Kukuruku","LP","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"etu","CM","Edjagam","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"etu","CM","Ejagam","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"etu","CM","Ejaham","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"etu","CM","Ejwe","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"etu","CM","Ekoi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"etu","CM","Kwa","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"etu","CM","Obang","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"etu","NI","Ekoi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"etx","NI","Aten","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"etx","NI","Etien","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"etx","NI","Jal","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"etx","NI","Niten","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"etx","NI","Ten","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"etz","ID","Etna Bay","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"etz","ID","Muri","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"etz","ID","Wesrau","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"eus","SP","Euskara","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"eus","SP","Euskera","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"eus","SP","Vascuense","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"eve","RS","Eben","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"eve","RS","Ewen","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"eve","RS","Ilqan","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"eve","RS","Lamut","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"eve","RS","Orich","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evh","NI","Effurun","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evh","NI","Evrie","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evh","NI","Uvhria","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evh","NI","Uvwie","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evh","NI","Evhro","LP","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evn","CH","Ewenk","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evn","CH","Ewenke","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evn","CH","Ewenki","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evn","CH","Khamnigan","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evn","CH","Owenke","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evn","CH","Solon","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evn","CH","Solong","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evn","CH","Sulong","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evn","CH","Suolun","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evn","MG","Khamnigan","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evn","MG","Solon","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evn","MG","Tungus","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evn","RS","Avanki","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evn","RS","Avankil","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evn","RS","Chapogir","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evn","RS","Ewenki","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evn","RS","Khamnigan","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evn","RS","Solon","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"evn","RS","Tungus","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ewe","GH","Ebwe","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ewe","GH","Efe","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ewe","GH","Eibe","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ewe","GH","Eue","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ewe","GH","Eve","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ewe","GH","Gbe","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ewe","GH","Krepe","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ewe","GH","Krepi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ewe","GH","Popo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ewe","GH","Vhe","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ewe","TO","Ehwe","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ewe","TO","Eibe","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ewe","TO","Eve","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ewe","TO","Krepe","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ewe","TO","Krepi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ewe","TO","Popo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ewe","TO","Vhe","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ewo","CM","Ewundu","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ewo","CM","Jaunde","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ewo","CM","Yaounde","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ewo","CM","Yaunde","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ext","SP","Barranquian","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ext","SP","Cahtúo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ext","SP","Cahtúö","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ext","SP","Ehtremeñu","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ext","SP","Extremeño","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ext","PO","Barranquenho","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ext","PO","Cahtúo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ext","PO","Cahtúö","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ext","PO","Ehtremeñu","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"ext","PO","Extremeño","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"eyo","KE","Elgeyo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"eyo","KE","Keyo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"eza","NI","Eza","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"eza","NI","Ezza","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fab","EK","Annobonense","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fab","EK","Annobonés","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fab","EK","Annobonese","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fad","PP","Foran","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fad","PP","Furan","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fad","PP","Kamba","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fad","PP","Mis-Kemba","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"faf","BP","Faghani","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fag","PP","Finungwan","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fai","PP","Angkiyakmin","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fai","PP","Faiwolmin","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fai","PP","Fegolmin","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fai","PP","Wokeimin","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fan","CF","Pahouin","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fan","CF","Pamue","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fan","CM","Pahouin","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fan","CM","Pamue","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fan","GB","Pahouin","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fan","GB","Pamue","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fan","EK","Pahouin","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fan","EK","Pamue","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fao","DA","Føroyskt","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fap","SG","Falor","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fap","SG","Palar","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fap","SG","Serer","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fap","SG","Siili","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fap","SG","Siili-Mantine","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fap","SG","Siili-Siili","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fap","SG","Waro","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fau","ID","Sehudate","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fax","SP","A Fala de Xálima","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fax","SP","A Fala do Xãlima","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fax","SP","Galaico-Extremaduran","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fax","SP","Chapurreáu","LP","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fay","IR","Tajik","LP","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fbl","RP","Bicol","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fbl","RP","Bikol","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fbl","RP","Ligaoeño","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fbl","RP","Oasnun","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fbl","RP","Oasnün","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fbl","RP","Polanguinon","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fcs","CA","Langue des Signes","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fcs","CA","Langue des Signes du Québec","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fcs","CA","Langue Signe Quebecars","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fcs","CA","LSQ","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fcs","CA","Québécoise","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"fer","OD","Feroghe","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
